Xpos,Ypos,EGFR,C1S,VCL,GAPDH
12766.2954545455,18229.3087121212,0,24,3,99
12919.7741564417,18377.8516104294,0,17,1,61
13537.8350148368,17999.278041543,1,67,7,204
13860.9797023004,18083.6901217862,0,15,4,91
13897.3678773742,18214.7140953016,0,20,5,78
17005.6967213115,18468.5351288056,0,14,1,73
18070.1862627475,18276.9784043191,2,18,3,75
18167.9153536094,17717.4701355808,2,29,11,147
18182.7909026798,17915.9622708039,0,27,11,159
18727.0752403846,17913.7492788462,1,31,11,221
18853.1479929422,18443.0842523158,4,139,80,676
19059.3611587983,17806.7783261803,3,161,71,517
19238.7480501064,18081.8846608367,2,49,15,263
19254.5727828102,18276.2915525595,4,116,73,640
19451.1867188957,18092.1188211155,7,138,101,789
19519.74906588,17728.2995083579,6,88,111,554
19636.5884730167,18736.7744963939,0,40,10,130
19606.8274215553,17617.4379263301,2,84,45,376
19629.0769781597,18061.0026852846,5,148,54,581
19626.3003727253,17802.9304976979,2,53,81,543
19743.2213622291,17613.5888544892,1,22,24,332
19939.5596851207,18640.9279907085,9,176,98,891
19905.069948679,17780.1912183995,14,64,50,811
20036.3245836861,18190.927744849,3,30,52,520
20052.6934013853,18093.9732045206,7,148,47,814
20144.4753020134,18414.6232214765,16,153,77,1084
20095.1878658861,18267.5880787653,19,125,136,681
20160.0840302668,17751.6479490243,15,27,51,409
20238.7414762531,17878.454480201,22,46,96,573
20227.5036743923,17627.2419446015,17,61,71,454
20345.5419217461,18052.5491083311,9,42,66,532
20349.6868953386,17949.7722075638,4,17,35,278
20389.3994532199,17633.7600243013,1,64,30,514
20392.3412489006,17885.7779243624,2,35,28,545
20452.1276195594,18209.9795808705,3,63,110,543
20539.6112311015,18276.1360691145,2,23,81,422
20617.4991087344,18484.5254901961,0,4,1,77
20627.1892086331,17903.7083932854,6,45,67,780
20647.7872088433,18398.1705487564,3,8,8,95
20751.0216855594,18200.3055692459,9,64,35,466
20805.4886333244,18313.0246055095,2,63,30,339
20944.9491807172,17851.924008549,1,96,41,885
20934.7906901042,18318.4169921875,11,34,54,405
20987.9947925142,18238.0229454841,9,52,76,534
21093.0752996352,17651.7985930172,5,115,39,693
21172.1521226415,17995.466509434,15,51,30,465
21249.3398809524,17712.80625,9,31,46,430
21340.6114989733,17723.1967145791,2,34,33,154
21353.6017380881,18156.0485465987,6,9,70,281
21402.0481727575,17662.1568106312,2,21,27,233
21965.0435651479,17819.153077538,1,48,2,29
22327.8164917541,17830.4257871064,9,16,14,219
22625.5318711446,18231.0909298606,9,64,62,571
22889.6300853842,17939.6582119538,4,54,23,346
23165.2489031881,18133.0245685873,0,11,4,265
23478.884572942,17836.5411608916,12,99,41,675
23699.7063711911,18106.4201292705,2,29,7,323
23930.6544353402,17903.4332027075,0,26,1,121
25628.8896031922,17921.186211483,0,52,3,170
25965.7355654254,18220.4742056713,0,7,1,29
27653.2093942054,18325.5193151888,2,19,3,171
28006.4015533981,17784.7444660194,2,19,4,196
28089.6946236559,17642.6460215054,0,59,8,219
29592.8264488286,18257.4491368681,0,18,3,125
29889.2069230769,18499.5919230769,0,7,1,69
30498.3389140272,18316.8601809955,0,13,1,51
30573.5759046778,18377.2722859665,0,3,0,52
30578.4603174603,18052.580952381,1,7,1,66
30640.1175523349,18131.6823671498,0,9,2,40
31804.05360134,17621.9695700726,0,11,3,130
31941.2940729483,18102.061550152,4,50,3,162
34009.1252465483,18027.875,1,74,9,233
34048.8948959033,17726.7095366017,7,22,7,196
34152.0007104796,17732.443339254,1,19,1,96
34178.7200674536,18365.1629005059,0,42,6,139
35591.2628865979,18340.8144329897,3,16,5,108
36464.3636363636,18143.4051948052,1,5,4,269
191.051027900147,18886.7400881057,0,39,1,130
403.711041229909,18983.607966457,0,60,1,135
415.788045615415,19305.4313802595,3,44,4,89
1242.53189924618,18732.0104798676,0,15,4,196
2005.33216091449,19262.407342273,0,2,5,86
1948.05092592593,19288.25,0,24,12,479
2022.29900541357,19088.9892987536,0,26,11,414
2028.00879249707,19252.133059789,0,8,9,82
2110.3068731849,19167.3702807357,2,21,9,209
2245.01353790614,19242.1034897714,0,5,2,19
2579.82499418199,18829.9418198743,3,42,7,58
2649.15853248065,19322.3180747223,0,18,0,55
2875.64668664669,18838.3722943723,0,13,1,83
3007.60735989196,19161.3295070898,0,7,1,65
3147.58033487709,19098.0292126826,3,25,4,205
3837.35442839196,19197.1826319095,9,73,84,722
4013.76501572327,18921.4251572327,12,123,101,1398
3997.54262267627,19135.3289231285,5,49,82,494
4525.63752783964,18987.1792873051,1,81,8,199
4871.94925634296,18955.1732283465,2,57,35,711
5011.37160228898,19427.9788984263,0,13,1,71
5072.49744735163,19204.6611359285,0,6,4,116
5069.25617397715,19355.0884629561,0,2,1,31
5146.76394548265,18850.8899817339,24,149,135,1096
5521.96850512357,19073.9707655214,30,174,77,759
5964.95078740157,19670.5582677165,6,85,54,608
5669.64107428115,19028.539836262,31,362,170,1400
5903.05368266764,18739.2521069989,1,22,3,230
6486.19220703693,18840.7115440535,0,27,0,94
6747.8515625,19423.8961226852,0,26,3,130
7165.56120638675,19351.2829686576,1,45,5,122
7340.96716101695,18571.0887711864,8,224,58,942
7364.68159940763,18716.4394668641,12,194,90,539
7402.24990176817,18612.974459725,2,29,14,91
7902.23915592028,18752.4794841735,0,23,4,36
8162.39924114671,18821.913153457,0,31,5,30
9573.04517833553,18922.3577278732,0,1,1,50
9638.64457687724,18843.6412395709,2,30,21,195
9811.80897453932,18787.5961457308,11,97,176,934
9960.37394167451,18995.152869238,12,81,53,351
9941.69987063389,19129.6520051746,16,135,67,683
10043.7152354571,18904.1656509695,9,87,78,770
10082.0587023687,19109.6802265705,3,24,19,142
10095.7286501377,19007.4097796143,11,29,44,203
10306.499113868,18602.2339388569,22,55,113,849
10509.5605872107,19425.2916148296,0,25,2,88
10545.9442853997,18751.3684210526,31,74,51,703
10782.3542319749,19142.0261847686,14,32,77,705
10994.5483983287,18604.2924791086,7,66,35,577
11100.7282246549,18591.3174678724,2,38,21,407
11437.3334257206,19345.6238913525,12,48,92,675
11398.9845679012,19333.5648148148,3,23,52,640
11496.332,18627.8141818182,1,42,58,502
11542.886774724,19063.7829457364,10,72,66,644
11622.8886356236,18855.8036470205,0,43,5,156
12989.8244228433,18674.7153705954,4,36,6,152
13613.2315329627,18630.9714058777,0,45,1,151
13769.6115930599,18855.8253154574,0,35,3,149
15043.1126527915,18753.446316485,0,25,4,119
15303.2151823072,19071.1784219964,3,12,3,205
15880.1665636588,18935.4913473424,1,21,7,104
16044.9124617737,18786.1788990826,5,57,6,155
16447.1298984035,19111.4506531205,1,17,7,214
16896.3992519869,19719.2000935016,2,5,57,252
16995.8390670554,19689.5072886297,0,4,22,103
16739.2303041081,18801.4673661746,1,58,6,296
16932.9472942736,19747.7131847187,1,2,22,53
18114.6722169363,19262.4433872502,0,6,0,31
18308.000427899,19350.2105263158,0,8,3,52
18935.2659679004,19080.9603668523,0,32,3,101
18979.4975288303,18728.8670275359,3,49,14,200
19173.7383505155,18887.6251546392,10,223,91,793
19630.4114137687,18736.6480100479,0,30,6,124
19572.6160307517,18735.7512813212,6,290,27,635
19581.4124668435,18851.3583554377,7,99,49,294
19701.6479466479,18737.7142857143,5,115,36,809
19788.9408916683,19037.2188823885,3,90,59,786
19936.8978988838,19081.6618516087,2,28,3,128
19994.2630932897,18668.8510638298,5,58,41,476
20101.9664179104,18815.1601085482,2,64,19,452
20292.527424094,18721.3690009794,12,181,136,864
20689.7348275862,18576.2679310345,0,51,3,184
20994.0887711163,18632.353097052,9,82,82,651
21304.0862227677,19016.0263884627,2,14,1,50
21379.5362590313,18622.6249665507,0,57,8,223
21416.7454545455,18953.700979021,0,9,1,45
22759.1877579092,18695.0024071527,0,35,5,159
22774.2066831683,18816.4056311881,0,11,0,108
23000.3258675079,18606.1094637224,1,36,10,305
23253.5955006617,18936.0714600794,10,127,46,610
23261.8204225352,18552.5633802817,7,80,41,608
23476.8619742126,18595.5201860072,0,55,115,730
23572.6725685786,18802.0820448878,0,17,24,256
23670.3840951015,19081.37528182,12,74,21,506
23835.0131651125,18594.8614920461,1,20,6,373
23841.7094972067,18862.1903910615,11,118,30,556
24171.9701834862,19229.495412844,0,21,4,113
24637.0957134469,18532.7662947739,5,42,12,270
24792.9041493776,19061.4186721992,1,47,2,107
25366.2785234899,19025.5422818792,0,16,0,66
25380.4385073968,19027.7767719143,0,1,1,88
25489.0456431535,19377.8284923928,11,105,38,721
25578.429033206,19217.7754922128,2,17,3,146
25618.8215808462,18545.1597244998,1,31,1,126
26095.5089418778,19203.9847242921,0,16,1,46
26396.9384208538,19413.9074423876,2,15,1,70
26519.5843293493,19283.025564409,0,15,1,69
26724.8276627219,19169.2137573965,0,28,1,73
26873.3860735736,19005.109984985,3,54,10,160
26946.1968977525,18536.4887622665,3,37,4,85
27050.5914614122,18711.3369458128,0,18,0,68
27109.9340641361,19799.8502945026,9,32,51,573
27164.1453472027,19011.014619061,0,23,1,102
28859.5348179569,19130.8451749735,0,4,0,36
29554.5243553009,18615.0820200573,0,50,1,137
29898.2403306761,18813.3802775317,0,19,2,67
29976.2452975048,18579.2038387716,0,15,3,61
30126.8458929917,18685.6902788244,0,53,3,150
30208.9421550095,19136.3444234405,0,33,1,62
30279.9770606532,18959.450622084,7,44,7,78
30557.8438108912,19077.2235668137,0,4,3,32
30527.0419354839,19099.8830645161,0,22,1,47
30616.1658717541,19077.9432962374,0,6,2,31
30724.6743833017,18773.8831119545,2,37,2,132
30713.8673139159,19102.2045307443,1,57,1,67
31143.4471172203,18920.2817869416,2,67,3,176
32745.6175908222,19774.9850223072,6,15,10,143
32399.1675904793,18916.1542223671,15,30,13,118
32677.4490369181,18587.6677367576,1,14,4,142
33452.3612622416,19452.8035908596,2,7,0,33
34400.1186895811,19093.5198711063,0,7,5,25
34786.884078712,19144.0518783542,0,25,1,112
34976.171083529,18719.5964441463,1,123,6,237
35058.4866861364,19399.343325889,0,19,4,118
35299.5592334495,18587.5395719263,3,25,7,278
36018.0338140229,18554.6305320736,0,27,1,79
36161.1060100167,18620.0696994992,0,13,4,137
36271.3984852898,19121.6204485872,0,17,3,114
36377.92475068,19021.970988214,0,8,3,134
76.7746788370521,19871.0049019608,17,75,98,522
188.19319286872,19788.9542949757,5,63,56,370
347.034207161125,19741.0588235294,0,30,5,120
839.231873905429,19497.7180385289,1,26,5,78
863.3207082026,20371.739802779,0,4,3,72
1041.32075261634,20295.6641059898,1,5,4,93
1809.51212845917,19794.771096686,1,17,0,93
2125.98236775819,20077.7920115149,0,29,2,83
3705.73213021939,19793.4702760085,0,24,1,68
4178.64573059953,20263.592525305,3,30,5,49
4840.86993832127,19994.4023866988,5,143,64,954
5445.3244225279,20280.9989618479,5,96,59,418
5594.87113402062,19891.5346097202,1,39,4,356
5688.68715083799,19818.5940409683,4,39,4,177
5958.92349414787,20273.4904367685,5,80,74,387
5978.3087938685,19678.3428801936,4,65,37,325
6211.47874306839,19654.1648798521,1,31,2,125
6229.80346620451,19793.2062391681,2,156,52,558
6283.53333333333,20011.1817663818,6,129,80,554
6373.1632070576,20124.3609237156,4,128,84,854
6760.88450074516,20340.7984351714,0,33,6,72
7002.39217836257,20170.6315789474,0,34,3,111
7529.07970742686,20180.7653788447,0,12,6,58
7547.2156,20061.316,1,17,3,70
7652.68350290698,19993.1631540698,1,14,1,91
7724.72825229961,20313.0972404731,2,16,1,84
7848.73060648801,20189.0701188797,2,23,4,104
8651.68641557342,20024.3525179856,0,32,4,106
8680.76611482916,19938.6431842198,0,20,1,111
8749.76674773381,19772.3192571302,0,86,4,311
8814.07910500352,20058.6021846371,0,32,2,158
8786.41208791209,20199.5559006211,0,9,1,65
8914.34673123487,20317.1493946731,1,17,6,83
9277.72095300261,20320.3661879896,0,43,6,63
9530.28117001828,20142.9893967093,0,15,2,78
11184.5962162162,19770.2889189189,3,29,12,90
11618.076011846,20014.8802237578,2,26,1,48
12143.8083484574,20041.7132486388,0,9,3,22
12276.3243119266,19930.1431192661,0,10,2,17
14156.1289969937,20175.6930855425,0,6,2,39
14244.482697201,19895.1488549618,2,17,4,154
14392.2961335677,20147.4575278266,0,5,3,70
15134.6609143203,19771.9918256131,1,20,2,56
15361.511427625,19465.2994368996,9,27,7,117
15419.3365906623,19988.9831704669,0,83,4,166
15579.1684081131,19921.2191149355,1,74,5,157
15717.4654448263,19471.1271477663,0,20,8,52
15993.2335616438,20398.4311643836,0,11,1,110
16032.914750619,20305.7258577998,0,15,4,106
15772.2392408447,19575.2114407912,0,17,6,111
15963.1368110236,19715.4174634421,2,62,16,381
16012.3471028556,20353.3795397838,0,5,3,98
16279.6325194229,20268.697891232,2,127,40,1013
16932.4473080876,19748.5817060637,1,18,45,80
16905.3847718998,19769.5113514671,8,58,129,562
16928.3374485597,19685.695473251,0,9,47,347
17020.3740262694,19913.9008358447,10,62,346,1204
16994.7434424182,19709.6612540595,1,23,100,174
17055.0427568602,19614.0299936184,1,15,142,971
17096.6316523356,19668.2928189635,11,64,110,426
17142.1727846286,19772.6538571838,6,71,267,1136
17824.8349591652,19996.2859573503,0,3,1,32
17654.8676858197,20140.7221929362,2,87,17,172
17797.8176560122,20048.6267884323,0,7,1,72
17851.74955009,19942.574385123,0,3,2,70
18283.3319655314,19477.3877718506,0,43,3,119
18471.1133837261,20114.0391285016,0,5,1,48
18578.6982522276,19863.9139821796,0,35,6,129
18720.4704848911,20057.2361208714,1,10,3,57
18815.9676658808,19980.812057932,0,14,3,64
19021.972072358,20172.733100603,2,29,3,74
19192.7527375486,20168.903920876,0,13,5,49
19213.352,20293.8299130435,2,17,3,75
19327.8934266822,19634.3442240373,1,34,4,172
19433.3306482547,19847.2428078251,0,12,2,86
19872.8669859985,19467.3459837878,2,45,7,153
19924.6414558596,20235.8670624677,2,16,107,863
20749.5446927374,20555.7893056664,0,19,43,317
20650.8547186663,19837.7978565049,2,28,3,112
20851.9693877551,20351.2516111708,1,32,39,430
21107.0306946688,20196.1408723748,0,25,41,530
21307.7411983751,20208.4930602573,13,53,93,606
21311.9939615446,19591.4927697442,0,13,7,131
21399.4249567814,19689.7454031117,1,20,5,113
21946.6800373134,20037.0031094527,2,20,5,91
22032.8884151414,19504.6034733777,11,142,19,475
22299.3490731707,20080.9030243902,1,29,6,64
22776.0762116167,20182.0684424713,1,32,25,266
22820.0163955425,20069.5596259767,13,32,98,712
22990.4022441346,20031.342400544,5,38,12,223
23399.7363024672,19853.0740147389,8,11,36,594
23795.3788631347,19886.7654525386,5,40,23,369
23901.7537822605,19872.4331059033,11,62,54,380
24382.5880923451,20027.0654921021,0,42,10,152
25692.5557248032,19621.3396801219,12,79,25,534
26193.2571070234,20571.4774247492,0,2,2,23
26295.0848167539,19953.9947643979,2,6,2,143
27106.0865006553,19805.1791612058,15,45,83,694
27211.768675196,20385.4457284358,1,30,9,256
27313.0549060543,19962.9160751566,7,72,92,826
27356.7394687416,20114.5154279581,16,74,50,529
27387.4498671177,19719.5366030442,10,143,98,1274
27672.8720700367,20453.6783394521,5,91,17,195
27730.7528684907,19961.8934560585,1,52,7,172
27990.8078575813,20018.2324534479,2,4,5,17
28219.1146435453,19764.3590237636,0,2,0,25
28265.9540616246,19999.3159663866,7,8,15,49
28325.7779325717,20224.6675954305,8,7,7,43
28434.4031551271,20208.5658778849,9,17,5,43
28579.2053412463,19439.4130563798,13,54,23,159
28693.7453371593,19800.819045911,4,13,10,136
28707.0775122549,19796.1847426471,1,15,1,67
28829.1050812306,19661.1835464915,0,14,2,85
28845.5596843981,20161.8979384067,11,20,12,123
28939.2417772649,20086.4073860358,0,16,0,46
29059.5361538462,20441,3,4,6,73
29442.7567744042,19901.369898792,0,23,2,130
29464.4282288455,19452.6625556698,1,18,2,81
29869.6717906107,20053.4840049855,0,21,4,54
30736.280535855,19695.219858156,2,19,3,104
30738.8428745432,19565.9504669103,0,19,1,107
30838.4527488322,19921.3219547251,0,14,3,123
31125.3282004831,20052.3269927536,0,72,4,188
31549.5539763113,19813.641962775,0,14,3,91
31567.7061579652,19675.703815261,0,10,0,99
31878.8769979152,19984.798818624,0,9,1,79
31885.6040588938,20230.9606048548,0,19,2,55
32505.9701527615,20031.9055229142,3,17,3,52
32580.5007980846,20025.0367118915,0,2,2,35
32772.3854175427,19826.8773021613,2,12,10,212
35074.1173991571,19563.2191450933,3,24,4,138
35677.7875236295,20150.5039697543,1,8,3,168
35723.8204441041,20053.9092649311,0,22,5,253
36634.6000205276,19891.4422662424,2,23,3,171
615.119423387598,21128.7948303716,0,12,6,134
861.566544885177,20377.1244780793,0,1,2,113
1358.00991150442,20500.0899115044,0,26,3,147
1905.11413237925,21071.5069767442,0,4,2,67
2031.66370040786,21083.3051538747,0,11,1,67
2701.09484240688,21282.737965616,0,56,7,167
2807.07695086705,20671.3721098266,0,50,4,133
2989.99126319621,21267.5435020022,0,11,2,83
3208.22382397572,20646.7481031866,1,57,4,158
3713.32941176471,20605.2488413547,2,27,2,129
3751.83005822416,21256.4392285298,0,24,4,99
4001.34926686217,20518.580058651,0,4,3,111
4074.52550066756,20712.6090787717,9,25,14,188
4108.29246303642,20452.685178507,3,5,6,99
4484.57749712974,21087.2751626483,0,18,3,75
4821.83183990442,20411.5504778973,3,25,5,38
5246.28470080197,21237.156076496,1,5,3,112
5452.03663003663,21294.3562881563,0,15,3,146
5542.82715535194,21000.0345689296,0,5,1,36
5606.6415428167,21167.1518046709,0,2,0,15
5958.57008386103,20854.2558617149,1,12,8,35
6257.94133023526,20769.7522509439,3,14,12,222
7010.23881095524,20661.08249833,1,80,5,116
7362.62327555713,20442.2175451008,1,69,2,95
8222.84468339307,20779.1342094783,4,32,8,117
8258.99354561102,20704.07616179,0,32,6,120
8530.51204819277,20676.2168674699,0,20,3,65
8596.2003960396,20629.7702970297,3,31,2,99
9202.76983240223,20830.9281191806,3,21,5,82
9340.17019158995,21132.9154018413,2,38,4,104
10271.7340692423,21153.2073925406,1,34,95,723
10305.500382907,20967.2818195742,1,26,88,446
11192.8473564525,20952.9705798749,1,33,52,231
11171.1597879591,20968.8917076865,0,8,26,107
11242.4097978227,20976.0598755832,4,19,71,321
11440.6342607065,21202.1419193498,0,6,1,30
12256.5247549636,20738.2191505403,0,47,6,184
12383.9138062548,20409.847826087,2,43,11,186
12548.6562905318,20840.2212710765,0,75,2,193
12763.0087565674,21224.2027145359,1,55,4,110
13695.9430222956,21280.3195706028,1,22,3,116
13795.6286975717,21252.7668874172,0,9,0,58
14114.2360583016,20890.1080481622,0,10,1,20
14120.5517241379,21162.444683908,0,7,3,29
14249.1926199262,20462.1118081181,0,25,1,44
14539.8927023121,21061.9281069364,0,7,0,10
14600.3986928105,20698.9055258467,7,46,9,99
15349.5162183544,20751.9634098101,0,32,4,173
15418.926910299,21304.1740230976,1,18,7,59
15581.990694345,21239.8795036984,0,21,3,106
16175.4176939811,20574.3444525018,3,235,37,985
16322.0419069589,20936.9142637447,0,14,1,68
16404.5306122449,20651.4608843537,2,14,4,89
16426.2538955087,21086.1329055912,2,90,21,384
16828.1877673903,20816.4919980986,10,126,52,428
17110.3070458953,20861.5656108597,9,36,16,164
17282.7336423119,20510.2609051254,6,112,14,375
18403.3066921606,20963.565583174,0,10,2,81
18419.7978119935,20453.8881685575,2,67,6,152
